"votes_dem_2016","votes_gop_2016","total_votes_2016","Clinton","Trump","diff_2016","per_point_diff_2016","state_abbr","county_name","FIPS","total_votes_2012","votes_dem_2012","votes_gop_2012","Obama","Romney","diff_2012","per_point_diff_2012","population2014","population2010","population_change","POP010210","AGE135214","AGE295214","age65plus","SEX255214","White","Black","RHI325214","RHI425214","RHI525214","RHI625214","Hispanic","RHI825214","POP715213","POP645213","NonEnglish","Edu_highschool","Edu_batchelors","VET605213","LFE305213","HSG010214","HSG445213","HSG096213","HSG495213","HSD410213","HSD310213","Income","INC110213","Poverty","BZA010213","BZA110213","BZA115213","NES010213","SBO001207","SBO315207","SBO115207","SBO215207","SBO515207","SBO415207","SBO015207","MAN450207","WTN220207","RTN130207","RTN131207","AFN120207","BPS030214","LND110210","Density","Clinton_Obama","Trump_Romney","Trump_Prediction","Clinton_Prediction","Trump_Deviation","Clinton_Deviation"
1432,11273,12912,0.1109045849,0.8730638166,9841,-0.7621592317,"AL","Marion County",1093,12104,2249,9696,0.185806345,0.8010575017,7447,-0.6152511566,30271,30777,-1.6,30776,5.4,21.2,20.1,50.4,0.939,0.042,0.3,0.3,0.1,1.2,0.025,91.7,86.6,1,2.5,74.6,9.5,2287,24,14704,75.9,9.6,78700,12700,2.34,19576,32888,20.9,547,8006,5,1828,2224,0,0,0,0,0,0,794483,162519,209924,7116,19081,0,742.29,41.5,-0.0749017601,0.072006315,0.806929013,0.166240259,-0.0661348036,0.0553356741
4913,29217,34965,0.1405119405,0.8356070356,24304,-0.6950950951,"AL","Marshall County",1095,32455,6271,25785,0.1932213835,0.7944846711,19514,-0.6012632876,94636,93019,1.7,93019,6.6,24.5,16.3,50.9,0.937,0.027,1.1,0.7,0.3,1.6,0.129,82.3,86.1,8,11.5,76.2,15.2,7192,23.9,40328,71.9,9.5,114000,34250,2.7,20382,39526,19.5,1795,30306,0.1,6781,8700,0,0,0.9,0,1,24.9,3029491,1138701,1357696,15434,103539,28,565.84,164.4,-0.0527094429,0.0411223645,0.7301547771,0.2340034405,-0.1054522585,0.0934915
68429,91087,163387,0.4188154504,0.5574923342,22658,-0.1386768837,"AL","Mobile County",1097,174189,78417,94566,0.4501834215,0.5428930644,16149,-0.092709643,415123,413143,0.5,412992,6.7,24,14.5,52.2,0.601,0.353,1,2,0.1,1.5,0.028,57.8,85.8,3.2,5,83.9,20.7,33586,23.9,181611,66.6,17.4,124300,155178,2.6,22501,43028,19.8,8567,147574,-0.4,29500,34836,18.8,0,2.4,0,1.2,29.5,12407151,3268730,5225494,12895,562436,746,1229.44,335.9,-0.031367971,0.0145992697,0.5018918093,0.4668506399,-0.0556005248,0.0480351895
4310,5771,10185,0.4231713304,0.5666175749,1461,-0.1434462445,"AL","Monroe County",1099,10680,4897,5730,0.4585205993,0.5365168539,833,-0.0779962547,21947,23070,-4.9,23068,5.5,23.4,17.9,52.6,0.555,0.411,1.3,0.4,0,1.6,0.012,54.7,91.8,0.9,1.3,76.1,10.6,1237,23.3,11274,74,6.8,76900,8333,2.71,15749,29203,28.6,393,5029,-1.8,1265,2257,23.6,0,0,0,0,24.5,1251911,92815,212618,9342,14796,0,1025.68,22.5,-0.0353492689,0.0301007209,0.5585770696,0.4265163003,-0.0080405053,0.0033449699
58669,33928,94572,0.6203633211,0.3587531193,24741,0.2616102018,"AL","Montgomery County",1101,101781,62993,38283,0.6189072617,0.376131105,24710,0.2427761567,226189,229363,-1.4,229363,6.8,24,13.3,52.6,0.389,0.567,0.3,2.6,0.1,1.3,0.034,36.3,78.1,4.3,5.7,85.6,31.5,20008,19.3,103434,61.4,22.4,122900,88844,2.49,24975,44790,21.2,5533,101517,1.2,15129,21463,35.6,0.7,2.4,0,1.3,30.9,7956627,3275567,3238175,14351,402861,734,784.25,292.5,0.0014560594,-0.0173779857,0.2913513393,0.6814539401,-0.0674017801,0.061090619
11216,37392,49991,0.2243603849,0.7479746354,26176,-0.5236142506,"AL","Morgan County",1103,49198,13401,35309,0.2723891215,0.7176917761,21908,-0.4453026546,119607,119486,0.1,119490,6,23.1,15.9,50.8,0.835,0.125,1.1,0.7,0.1,2,0.079,76.6,86.4,5.1,8,81.4,19.9,9518,23.7,51496,71.5,15.1,120500,46192,2.55,23764,44800,15.7,2589,42569,2,7506,10034,5.9,1.8,1,0,0,21.3,0,1213925,1637628,14222,154700,136,579.34,206.3,-0.0480287366,0.0302828593,0.6473088418,0.3148625096,-0.1006657937,0.0905021247
3823,1403,5255,0.7274976213,0.2669838249,2420,0.4605137964,"AL","Perry County",1105,6065,4536,1504,0.7478977741,0.2479802143,3032,0.4999175598,9826,10581,-7.1,10591,5.5,22.4,17.9,53.4,0.311,0.675,0.2,0.4,0.1,0.7,0.013,30.3,92.2,0.5,0.8,70.2,10.4,670,26.8,4691,67,11,58000,3400,2.84,13716,28209,25.6,125,1570,4,488,854,55.7,0,0,0,0,41.3,0,10360,34121,3181,2632,0,719.66,14.7,-0.0204001528,0.0190036106,0.4703954036,0.5422496346,0.2034115787,-0.1852479867
3972,5454,9494,0.4183694965,0.5744680851,1482,-0.1560985886,"AL","Pickens County",1107,9599,4448,5119,0.4633816023,0.5332847172,671,-0.0699031149,20365,19746,3.1,19746,5.2,20.5,17.8,50.6,0.581,0.402,0.2,0.3,0.4,0.9,0.041,54.7,91.9,0.3,2.6,79.7,11,1610,29.3,9441,72,10.7,81900,7926,2.42,17153,28741,27.2,266,2707,-1.2,1073,1268,0,0,0,0,0,10,107619,36581,113222,5805,6302,3,881.41,22.4,-0.0450121057,0.0411833679,0.5453759102,0.4324764575,-0.0290921749,0.014106961
5039,7681,13025,0.3868714012,0.5897120921,2642,-0.202840691,"AL","Pike County",1109,14057,6009,7939,0.4274738564,0.5647719997,1930,-0.1372981433,33389,32899,1.5,32899,5.7,19.4,14.1,51.9,0.585,0.369,0.7,2.2,0.1,1.6,0.022,57.1,79.3,4,5.8,81,23,2516,18.7,15807,57.8,18.5,101000,12959,2.4,19715,33090,27.6,628,11009,1.4,1970,2527,0,0,0,0,0,0,0,0,367926,12189,45692,44,672.09,48.9,-0.0406024553,0.0249400924,0.4598085606,0.5101442521,-0.1299035316,0.1232728509
2290,7697,10130,0.2260612043,0.75982231,5407,-0.5337611056,"AL","Randolph County",1111,10391,3076,7219,0.2960254066,0.6947358291,4143,-0.3987104225,22539,22914,-1.6,22913,5.7,22,19.6,51.4,0.776,0.202,0.5,0.3,0.1,1.4,0.029,75,87.9,1.7,3.4,72.6,11.1,1598,26.8,11928,72.3,5.7,88600,9013,2.48,19830,35213,24.5,340,3481,0,1388,1550,7.1,0,0,0,0,0,401677,26751,161410,7209,9241,0,580.55,39.5,-0.0699642023,0.0650864809,0.7015056712,0.281156841,-0.0583166387,0.0550956366
9577,9210,19136,0.5004703177,0.481291806,367,0.0191785117,"AL","Russell County",1113,18871,10495,8276,0.5561443485,0.4385565153,2219,0.1175878332,59608,52949,12.6,52947,7.6,25.3,12.5,51.3,0.531,0.429,0.6,0.8,0.2,2.4,0.05,49.5,81.7,2.2,5,80.4,16,5977,23.6,26787,61.3,19.8,104400,21142,2.6,19678,36143,22,783,10489,-1.9,3523,3823,33.9,0,0,0,1,32.4,0,0,428236,8526,56392,244,641.14,82.6,-0.0556740307,0.0427352907,0.5013977761,0.4772029948,0.0201059701,-0.0232673229
22927,72846,99208,0.2311003145,0.7342754617,49919,-0.5031751472,"AL","Shelby County",1117,92204,19944,71243,0.2163029803,0.7726671294,51299,-0.5563641491,206655,195218,5.9,195085,6,24.4,13,51.2,0.84,0.121,0.4,2.2,0,1.3,0.06,78.5,86.6,6,8.3,91.2,40.3,13991,29,83498,79,12.1,193000,74144,2.64,33313,68770,7.9,4845,76137,2.1,15634,18393,5.7,0.6,0,0,2,30.5,1723017,4385596,2520488,13737,301893,896,784.93,248.5,0.0147973341,-0.0383916678,0.4878703277,0.4550740879,-0.246405134,0.2239737734
5550,31579,37937,0.1462951736,0.8324063579,26029,-0.6861111843,"AL","St. Clair County",1115,35105,5790,29001,0.1649337701,0.8261216351,23211,-0.661187865,86697,83593,3.7,83593,6.1,23,15.3,50.1,0.879,0.095,0.4,0.8,0.1,1.3,0.023,85.9,86.8,1.8,2.5,82,15.5,6928,30,35844,81.5,5.1,134600,31353,2.63,23872,50786,15.2,1266,15265,1,5172,6061,2.4,1,1.4,0,0,28.1,985409,317458,581324,7404,70254,80,631.9,132.3,-0.0186385965,0.0062847228,0.7188603713,0.2446008895,-0.1135459866,0.0983057159
4739,1581,6391,0.7415115005,0.2473791269,3158,0.4941323737,"AL","Sumter County",1119,7025,5420,1585,0.7715302491,0.2256227758,3835,0.5459074733,13166,13763,-4.3,13763,4.8,19.7,16.3,55,0.255,0.735,0.1,0.4,0,0.5,0.011,24.8,87.9,0.9,1.9,75.5,14.9,706,23.4,6748,64.7,16.3,74100,5060,2.57,14156,22186,38,202,2966,8.1,823,730,57.5,0,0,0,0,0,0,76499,59636,4494,8199,3,903.89,15.2,-0.0300187486,0.0217563511,0.3243271025,0.6731321184,0.0769479756,-0.0683793821
12108,20596,33218,0.3645011741,0.6200252875,8488,-0.2555241134,"AL","Talladega County",1121,33317,13878,19217,0.4165441066,0.5767926284,5339,-0.1602485218,81322,82291,-1.2,82291,5.5,22.3,16.1,51.4,0.652,0.325,0.4,0.4,0,1.5,0.023,63.4,85,1.6,2.8,78.9,13,6691,23.9,37177,71.2,11.6,92600,31486,2.5,19410,35439,22.9,1230,23763,4.8,3988,4872,0,0,1.5,0,0,26.6,9054200,0,730728,9113,67078,65,736.78,111.7,-0.0520429325,0.0432326591,0.5977226254,0.380103849,-0.0223026621,0.0156026749
5271,12967,18504,0.2848573281,0.7007674016,7696,-0.4159100735,"AL","Tallapoosa County",1123,18668,6252,12303,0.3349046497,0.6590422113,6051,-0.3241375616,41165,41618,-1.1,41616,5.8,21.1,19.6,51.4,0.706,0.273,0.4,0.5,0,1.2,0.023,68.9,86,1.9,2.9,79.2,16.3,3631,23.9,22029,72.2,10.1,94900,16373,2.49,21434,39130,19.8,721,10771,4.1,2478,3528,13,0,0,0,0,35,0,0,362304,8881,28222,16,716.52,58.1,-0.0500473215,0.0417251904,0.6141813993,0.3612257348,-0.0865860023,0.0763684066
31746,47701,81708,0.3885298869,0.5837984041,15955,-0.1952685172,"AL","Tuscaloosa County",1125,78495,32003,45703,0.4077074973,0.5822409071,13700,-0.1745334098,202212,194653,3.9,194656,6,21.1,11.7,51.7,0.66,0.31,0.3,1.5,0.1,1.1,0.033,63.2,81.2,3.5,5.8,86.6,27,12198,21.8,87795,64.4,27.9,153300,67882,2.76,22637,45408,18.9,4009,72917,3,11107,14729,13.3,0.9,0,0,0,22.5,10852479,760623,2445850,13664,327429,1375,1321.76,147.3,-0.0191776104,0.001557497,0.473507331,0.4867273322,-0.110291073,0.0981974452
4486,24208,29243,0.1534042335,0.8278220429,19722,-0.6744178094,"AL","Walker County",1127,28497,6551,21633,0.2298838474,0.7591325403,15082,-0.5292486928,65471,67023,-2.3,67023,5.8,22.1,18.2,51.4,0.913,0.064,0.5,0.4,0.1,1.3,0.023,89.4,85.3,1.2,1.4,76.4,10.5,5353,29.3,30669,75,5.7,82100,25751,2.55,20698,37566,20.9,1250,15669,4.1,3509,5365,0,0,0.6,0,0,23.8,314804,256377,903643,13162,73895,8,791.19,84.7,-0.0764796139,0.0686895026,0.7773726865,0.1932448866,-0.0504493564,0.0398406531
2366,6031,8492,0.2786151672,0.7101978333,3665,-0.431582666,"AL","Washington County",1129,8761,2971,5749,0.3391165392,0.6562036297,2778,-0.3170870905,16834,17583,-4.3,17581,4.9,22.5,17,51.2,0.66,0.246,7.9,0.1,0.1,1.3,0.014,65.1,91.3,0.9,1.9,80.5,9.5,1025,31.8,8377,86.5,2,83900,6620,2.59,20395,42156,18.4,217,5756,-4.7,1031,1288,0,0,0,0,0,25.6,1153449,32856,76343,4458,0,2,1080.21,16.3,-0.060501372,0.0539942035,0.6544579344,0.3179066694,-0.0557398988,0.0392915022
4329,1737,6095,0.7102543068,0.2849876948,2592,0.425266612,"AL","Wilcox County",1131,6547,4867,1676,0.7433939209,0.2559951123,3191,0.4873988086,11098,11665,-4.9,11670,5.7,24.8,17.7,52.4,0.281,0.71,0.2,0.1,0,0.6,0.01,27.6,93.8,0.1,0.9,76.1,11.1,462,21.6,5615,74.5,5.7,67000,3866,2.9,13379,23642,39.2,189,1738,-1.1,613,928,66.2,0,0,0,0,37.6,0,21337,75708,6018,12949,0,888.5,13.1,-0.0331396141,0.0289925826,0.3582885381,0.6371305641,0.0733008432,-0.0731237427
871,9225,10255,0.0849341784,0.8995611897,8354,-0.8146270112,"AL","Winston County",1133,9712,1286,8310,0.1324135091,0.8556425041,7024,-0.7232289951,24150,24483,-1.4,24484,5,20.9,20,50.9,0.963,0.01,0.9,0.3,0.2,1.4,0.029,94,83.4,1.1,1.8,72.7,10.4,1721,27,13406,74.9,5.3,82500,9489,2.52,18995,32900,24,439,6321,-4.3,1641,2380,0,0,0,0,0,19.6,797845,165638,166709,6853,16564,7,612.98,39.9,-0.0474793306,0.0439186855,0.8088531785,0.1637988482,-0.0907080112,0.0788646697
1939,3825,6167,0.314415437,0.620236744,1886,-0.305821307,"AR","Arkansas County",5001,6488,2454,3892,0.3782367448,0.5998766954,1438,-0.2216399507,18594,19018,-2.2,19019,6.8,23,17.5,51.6,0.726,0.245,0.4,1,0,1.5,0.03,70.2,81.6,2.2,2.8,84.1,12.4,1389,15.5,9441,67.5,9.3,75500,7883,2.36,23045,39633,15.8,527,8181,-0.9,1285,1791,0,0,0,0,0,29.4,1702196,134593,286337,14825,15452,18,988.77,19.2,-0.0638213078,0.0203600485,0.645954024,0.3215140095,0.0257172801,0.0070985725
2408,5338,8027,0.299987542,0.6650056061,2930,-0.365018064,"AR","Ashley County",5003,7915,2855,4866,0.3607075174,0.6147820594,2011,-0.254074542,20948,21853,-4.1,21853,6.5,23.6,18.4,51.8,0.719,0.256,0.8,0.3,0.1,1.4,0.052,67.7,87.4,2.1,4.7,84.2,12.2,1370,18.5,10106,75.6,6.9,62500,8656,2.47,19761,35683,18.9,414,6845,-0.9,1078,1486,0,0,0,0,0,19.4,0,107302,170779,7673,15276,0,925.35,23.6,-0.0607199753,0.0502235467,0.621696866,0.3436937568,-0.0433087401,0.0437062147
4163,14655,19572,0.2127018189,0.7487737584,10492,-0.5360719395,"AR","Baxter County",5005,19339,5172,13688,0.2674388541,0.7077925436,8516,-0.4403536894,40857,41513,-1.6,41513,4.4,17.8,30,51.8,0.968,0.004,0.7,0.6,0,1.5,0.02,95.2,84.9,1.9,2.5,87.6,16.5,5725,17.1,22633,76.5,9.4,120000,18155,2.24,21334,35343,15.5,1039,12604,-0.8,3042,4635,0,0,0.6,0,0,22.8,550061,0,486791,11633,60260,8,554.28,74.9,-0.0547370352,0.0409812149,0.7303433567,0.2171968755,-0.0184304017,0.0044950566
27894,60751,94262,0.2959198829,0.6444908871,32857,-0.3485710042,"AR","Benton County",5007,77525,22144,53477,0.2856368913,0.6898032893,31333,-0.4041663979,242321,221344,9.5,221339,7.2,27,13,50.5,0.9,0.019,1.9,3.4,0.4,2.3,0.162,74.9,82.4,10.9,15.5,85.8,28.7,16452,20.1,97542,68.6,15.5,147500,82150,2.74,26715,54515,12.2,5454,98642,0.5,15567,18799,0.9,1.3,2.3,0,5.2,23.7,0,0,2390591,11332,295747,2218,847.36,261.2,0.0102829916,-0.0453124022,0.5889066265,0.3545098805,-0.0555842606,0.0585899976
2925,12225,15912,0.1838235294,0.7682880845,9300,-0.5844645551,"AR","Boone County",5009,15363,3762,11143,0.244874048,0.7253140663,7381,-0.4804400182,37196,36903,0.8,36903,6,22.6,19.8,50.8,0.963,0.004,0.8,0.6,0.1,1.8,0.023,94.3,83.8,1.3,2.5,85.4,15.4,3280,19.7,16904,72.6,9.5,106400,15086,2.43,22160,38506,16.6,864,11897,-2.8,2722,3748,0,0,0,0,0,29.3,0,0,466894,12738,41893,12,590.23,62.5,-0.0610505186,0.0429740182,0.7421548176,0.2089702805,-0.0261332668,0.0251467511
1317,2163,3617,0.3641139066,0.5980094001,846,-0.2338954935,"AR","Bradley County",5011,3634,1447,2118,0.3981838195,0.5828288387,671,-0.1846450193,11148,11508,-3.1,11508,6.9,23.4,18.3,51.1,0.683,0.276,1.9,0.5,0,1.6,0.143,56.3,89.4,6.7,10.2,76,10.8,765,20.1,5820,68.8,11.3,62900,4789,2.32,19386,30409,31.3,250,2621,1.5,525,640,0,0,0,0,4.2,0,176955,42794,71522,5978,6240,1,649.23,17.7,-0.0340699129,0.0151805613,0.5731444897,0.3981368336,-0.0248649103,0.034022927
636,1554,2250,0.2826666667,0.6906666667,918,-0.408,"AR","Calhoun County",5013,2174,660,1458,0.3035878565,0.6706531739,798,-0.3670653174,5202,5368,-3.1,5368,5,18.1,19.8,49.2,0.757,0.22,0.5,0.2,0,1.6,0.039,72.3,89.1,0,0.3,80.5,7.4,391,24.9,2886,80,2.5,58300,2046,2.55,17763,30980,14.9,66,435,-2.5,191,0,0,0,0,0,0,0,0,0,17859,3263,802,0,628.58,8.5,-0.0209211898,0.0200134928,0.7185745189,0.2561657229,0.0279078522,-0.0265009438
3334,6773,10656,0.3128753754,0.6356043544,3439,-0.322728979,"AR","Carroll County",5015,10172,3691,6121,0.3628588282,0.6017499017,2430,-0.2388910735,27744,27446,1.1,27446,5.5,22.1,21.1,50.7,0.945,0.008,1.3,0.9,0.6,2,0.146,81.1,81,6.8,13.6,84.6,17.3,2961,19.1,13568,73.2,9.3,120000,11019,2.47,20637,36584,18.8,698,8142,-1.8,2444,3078,0,0,0,0,0,19.1,0,24110,265358,9728,53966,10,630.09,43.6,-0.0499834528,0.0338544527,0.6757841146,0.2701236044,0.0401797602,-0.0427517709
2350,1716,4149,0.5664015425,0.413593637,634,0.1528079055,"AR","Chicot County",5017,4361,2649,1670,0.6074294886,0.3829396927,979,0.2244897959,11180,11800,-5.3,11800,6.7,23.2,19.2,50.8,0.435,0.546,0.5,0.5,0,0.9,0.056,39.2,90.1,3.3,5,74.2,12.6,905,21.4,5403,66.3,9.7,54700,4510,2.41,16538,26201,33,225,2207,-5.5,551,916,12.2,0,0,0,0,25.1,0,120552,67030,5446,6074,6,644.3,18.3,-0.0410279461,0.0306539443,0.4534846379,0.5380083632,0.0398910008,-0.0283931794
3606,4398,8365,0.4310818888,0.525762104,792,-0.0946802152,"AR","Clark County",5019,8406,3808,4343,0.4530097549,0.5166547704,535,-0.0636450155,22576,22995,-1.8,22995,4.9,19.2,16.1,52.1,0.734,0.24,0.6,0.7,0,1.4,0.044,69.6,81.2,2.6,5.2,86.2,21.4,1804,19.9,10435,63.5,17.1,86600,8341,2.41,17960,32721,24.3,498,6584,2.2,1246,1689,0,0,0,0,0,26.8,433867,0,247757,10461,32727,3,866.07,26.6,-0.0219278661,0.0091073336,0.5292562936,0.4260602273,0.0034941896,-0.0050216615
1999,3779,5978,0.3343927735,0.6321512211,1780,-0.2977584476,"AR","Clay County",5021,5110,1738,3225,0.3401174168,0.6311154599,1487,-0.2909980431,15118,16083,-6,16083,4.3,20.4,21.4,51.1,0.974,0.006,0.4,0.2,0,1.3,0.018,95.7,87.6,0.9,1.9,76.1,9.5,1230,22.8,8037,72.6,8.8,62400,6814,2.3,18509,31502,20.2,307,2683,-6.4,814,1109,0,0,0,0,0,25.2,111760,116882,132637,8255,6345,3,639.47,25.2,-0.0057246433,0.0010357613,0.823489825,0.145551251,0.1913386038,-0.1888415225
2101,9454,11968,0.1755514706,0.7899398396,7353,-0.614388369,"AR","Cleburne County",5023,11643,2618,8691,0.2248561367,0.7464570987,6073,-0.521600962,25634,25969,-1.3,25970,4.8,19.8,25.4,50.7,0.97,0.005,0.7,0.3,0,1.4,0.026,94.8,83,2,2.9,84.5,16.8,3158,24.9,15849,76.9,5,117900,10286,2.47,23044,40246,15.8,577,5882,-6.2,2143,3180,0,0,0,0,0,27.1,205550,54394,282382,11169,29180,26,553.69,46.9,-0.0493046661,0.0434827409,0.7415242074,0.2115533757,-0.0484156321,0.0360019051
723,2460,3299,0.2191573204,0.7456805092,1737,-0.5265231888,"AR","Cleveland County",5025,3266,845,2313,0.2587262707,0.7082057563,1468,-0.4494794856,8449,8689,-2.8,8689,5.1,23.4,19.1,51.1,0.866,0.114,0.5,0.1,0,1.3,0.022,84.7,94.7,0.4,0.9,84.8,13.8,630,27.4,4048,77.5,3,78300,3346,2.56,20622,39420,17.7,81,584,1.2,404,297,0,0,0,0,0,0,0,1230,12265,1404,0,0,597.78,14.5,-0.0395689503,0.037474753,0.6991777935,0.2591015071,-0.0465027158,0.0399441867
3140,5456,8837,0.355324205,0.6174040964,2316,-0.2620798914,"AR","Columbia County",5027,9455,3557,5790,0.3762030672,0.6123744051,2233,-0.2361713379,23933,24552,-2.5,24552,5.8,21.6,16.6,52,0.611,0.362,0.5,0.9,0,1.3,0.027,59.4,82.1,2.9,4.7,85.4,20.3,1508,16.6,11562,68.9,11.6,78900,9449,2.43,19439,35128,25.4,596,7538,-2.8,1215,1859,0,0,0,0,0,23.1,1164275,0,197935,8143,21775,49,766.05,32.1,-0.0208788621,0.0050296913,0.4766580716,0.4869298725,-0.1407460248,0.1316056675
2655,4844,7837,0.3387775935,0.6180936583,2189,-0.2793160648,"AR","Conway County",5029,7724,3003,4511,0.3887881926,0.5840238219,1508,-0.1952356292,21083,21271,-0.9,21273,5.9,23.1,18.3,50.9,0.85,0.114,0.8,0.6,0,2.1,0.04,81.5,87.1,1.9,4.5,84.5,14.7,1534,22.2,9720,74,8.4,86100,8154,2.57,20040,35225,24,409,4894,-2.5,1337,1876,0,0,0,0,0,16.9,432551,124901,270351,13074,16218,10,552.25,38.5,-0.0500105992,0.0340698364,0.6539037524,0.2998893076,0.0358100942,-0.0388882859
10474,22798,34968,0.2995309998,0.6519675132,12324,-0.3524365134,"AR","Craighead County",5031,31207,10351,20044,0.3316884032,0.6422917935,9693,-0.3106033903,102518,96443,6.3,96443,6.9,24.9,13,51.3,0.822,0.145,0.6,1.1,0.1,1.6,0.047,78,76.9,3.7,5.2,84.9,24.4,6727,17.5,43311,58.3,21.1,120700,37834,2.51,23138,41393,20.6,2476,38113,0.6,7113,8387,0,0,1.2,0,1.3,0,1830332,605938,1440936,15768,146652,671,707.21,136.4,-0.0321574035,0.0096757196,0.5764244107,0.3774198535,-0.0755431025,0.0778888537
4476,16655,22155,0.2020311442,0.7517490408,12179,-0.5497178966,"AR","Crawford County",5033,20562,4872,15125,0.2369419317,0.7355801965,10253,-0.4986382648,61697,61948,-0.4,61948,6,25.1,15.3,50.7,0.915,0.016,2.5,1.6,0.1,2.8,0.067,85.6,85.1,4.1,6.6,82.2,14.3,5321,22,26458,74.3,10.4,102800,23368,2.62,19477,39479,20.2,1061,20016,-0.8,3573,4489,0,1.7,1.1,0,1.8,21.5,847991,0,452539,7666,53249,43,593.09,104.4,-0.0349107875,0.0161688444,0.7164357878,0.2369130792,-0.0353132531,0.034881935
8368,6953,15798,0.5296873022,0.4401190024,1415,0.0895682998,"AR","Crittenden County",5035,15513,9092,6192,0.5860890866,0.3991491008,2900,0.1869399858,49548,50902,-2.7,50902,7.7,27.9,12.1,52.6,0.459,0.518,0.4,0.7,0,1.2,0.023,44.1,82.3,1.7,2.9,79.1,13.9,3541,20.2,21624,56.3,21.5,99500,18309,2.72,19665,37751,26.3,824,13445,1.2,3542,3399,22.6,0.9,3.4,0,0,25.2,701251,795836,750517,14399,65142,95,609.76,83.5,-0.0564017844,0.0409699017,0.4721167934,0.5132914953,0.031997791,-0.0163958069
1995,4577,6831,0.2920509442,0.67003367,2582,-0.3779827258,"AR","Cross County",5037,6680,2279,4268,0.3411676647,0.6389221557,1989,-0.297754491,17227,17866,-3.6,17870,6.9,24,17.6,51.4,0.749,0.229,0.3,0.5,0,1.3,0.019,73.3,88.6,0.7,1.2,79,11.4,1189,23.8,7888,65.4,10.4,78400,6818,2.57,18701,38085,17.4,359,4100,1.8,1381,1589,0,0,0,0,0,26.3,0,174748,185706,9970,12504,18,616.38,29,-0.0491167204,0.0311115143,0.6870427816,0.2892772304,0.0170091116,-0.0027737138
1165,1507,2741,0.4250273623,0.5497993433,342,-0.124771981,"AR","Dallas County",5039,3083,1337,1664,0.4336685047,0.5397340253,327,-0.1060655206,7755,8116,-4.4,8116,5.5,22.3,20.5,51.7,0.564,0.413,0.5,0.2,0,1.5,0.027,54.1,88.1,2.5,3.4,82.1,10.2,444,20.2,4289,66.4,8.9,59200,3269,2.32,16838,28931,19.7,195,2305,-7.1,364,459,9.6,0,0,0,0,12.9,184521,10852,79676,9727,4648,1,667.39,12.2,-0.0086411424,0.010065318,0.5689644972,0.4098329044,0.0191651539,-0.0151944579
2227,1915,4226,0.5269758637,0.4531471841,312,0.0738286796,"AR","Desha County",5041,4240,2353,1807,0.5549528302,0.4261792453,546,0.1287735849,12264,13008,-5.7,13008,6.8,25.6,17.1,53.2,0.501,0.479,0.4,0.4,0.1,1,0.048,46.6,89.1,1.8,4.1,76.9,12.7,754,21.5,6306,55.9,17.3,55100,5305,2.39,19822,28680,30.1,312,3412,1,732,840,0,0,0,0,0,27.4,400820,230922,119201,8691,9790,7,768.15,16.9,-0.0279769665,0.0269679388,0.4897254862,0.4950141967,0.0365783021,-0.031961667
2364,3967,6552,0.3608058608,0.6054639805,1603,-0.2446581197,"AR","Drew County",5043,6626,2627,3883,0.3964684576,0.586024751,1256,-0.1895562934,18622,18509,0.6,18509,6.3,22.4,16.1,51.2,0.696,0.28,0.4,0.9,0,1.1,0.029,67,85.9,1.9,3.4,81.3,19.1,983,20.8,8481,61.2,13.4,83300,7496,2.37,17057,31171,28.5,405,4478,-0.9,1006,1460,6.4,0,0,0,0,0,156135,87552,198993,10645,19657,4,828.36,22.3,-0.0356625968,0.0194392295,0.5370326756,0.4285627202,-0.0684313049,0.0677568594
14525,29170,46364,0.3132818566,0.6291519282,14645,-0.3158700716,"AR","Faulkner County",5045,41322,13559,26653,0.3281302938,0.6450075021,13094,-0.3168772083,120768,113237,6.7,113237,6.6,23.9,11.2,51.1,0.846,0.113,0.7,1.2,0.1,2,0.041,81.1,81.8,2.9,4.8,89.4,27.2,8027,24.2,48849,65.2,19.6,137800,42413,2.62,24401,50314,14.6,2439,35228,-1.6,7738,9464,4.5,0,0.7,0,3.6,24.4,1587628,266098,1227650,11730,137881,341,647.88,174.8,-0.0148484372,-0.0158555738,0.5749641186,0.3713477253,-0.0541878096,0.0580658687
1376,5034,6698,0.205434458,0.7515676321,3658,-0.5461331741,"AR","Franklin County",5047,6539,1725,4631,0.2638018046,0.7082122649,2906,-0.4444104603,17805,18125,-1.8,18125,5.9,23.6,18,50.5,0.952,0.009,1.3,0.9,0.1,1.6,0.03,92.5,85,0.8,1.8,82.1,12.4,1643,25,8024,74,3.4,93000,6769,2.61,19135,36766,20.5,278,3424,1.1,1025,1139,0,0,0,0,0,19.6,327694,3128,140227,7748,10416,0,608.86,29.8,-0.0583673465,0.0433553673,0.7570837091,0.1986884094,0.0055160769,-0.0067460487
1067,3470,4744,0.224915683,0.731450253,2403,-0.50653457,"AR","Fulton County",5049,4522,1452,2949,0.3210968598,0.6521450686,1497,-0.3310482088,12125,12245,-1,12245,4.8,20.4,25.4,50.5,0.968,0.006,0.7,0.3,0,1.6,0.012,95.8,83.2,1.1,1.5,83.7,10,1358,25.5,6762,78.1,4.3,88200,5140,2.35,19326,35522,18.7,162,1460,-4.5,790,1047,0,0,0,0,0,21.9,0,8179,42434,3598,5299,1,618.19,19.8,-0.0961811768,0.0793051844,0.7871473594,0.1681990544,0.0556971065,-0.0567166285
